,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords
74,Blended Learning Support with Social Media Empowered by Ubiquitous Personal Study,New Horizons in Web Based Learning,,,,10.1007/978-3-662-43454-3_14,Xiaokang ZhouHaifeng ManHong ChenYan WuQun Jin,2014,http://link.springer.com/chapter/10.1007/978-3-662-43454-3_14,Chapter,"Social Learning ,Social Stream ,Social Media ,Blended Learning "
75,Context Ontologies in Ubiquitous Learning Environments,Advances in Artificial Intelligence - IBERAMIA 2016,,,,10.1007/978-3-319-47955-2_32,Gabriela GonzálezElena DuránAnalía Amandi,2016,http://link.springer.com/chapter/10.1007/978-3-319-47955-2_32,Chapter,"Context ,Ontologies ,Ubiquitous learning "
76,A Survey on Cloud Computing,Big Data Analytics,,,,10.1007/978-981-10-6620-7_16,Mohammad Ubaidullah BokhariQahtan MakkiYahya Kord Tamandani,2018,http://link.springer.com/chapter/10.1007/978-981-10-6620-7_16,Chapter,"Cloud computing ,Service models ,Cloud architecture ,Security requirements ,Deployment models "
77,Optimization of the UAV-P’s Motion Trajectory in Public Flying Ubiquitous Sensor Networks (FUSN-P),"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,10.1007/978-3-319-23126-6_32,Ruslan KirichekAlexander ParamonovKarine Vareldzhyan,2015,http://link.springer.com/chapter/10.1007/978-3-319-23126-6_32,Chapter,"Ubiquitous Sensor Networks (USN) ,The Public Unmanned Aerial Vehicles (UAV-P) ,Delay-Tolerant Networks (DTN) ,Clustering ,Traveling salesman problem ,The penalty algorithm "
78,uCanvas: A Web Framework for Spontaneous Smartphone Interaction with Ubiquitous Displays,Human-Computer Interaction – INTERACT 2015,,,,10.1007/978-3-319-22698-9_27,Tilman DinglerTobias BaggYves GrauNiels HenzeAlbrecht Schmidt,2015,http://link.springer.com/chapter/10.1007/978-3-319-22698-9_27,Chapter,"Mobile interaction ,Public display ,Ubiquitous computing ,Magnetometer ,Pointing ,Smart environments ,Toolkit "
79,Multimodal Interaction Flow Representation for Ubiquitous Environments - MIF: A Case Study in Surgical Navigation Interface Design,Human-Computer Interaction: Interaction Technologies,,,,10.1007/978-3-319-20916-6_73,Gul TokdemirGamze AltunNergiz E. CagiltayH. Hakan MarasAlp Ozgun Borcek,2015,http://link.springer.com/chapter/10.1007/978-3-319-20916-6_73,Chapter,"Interaction design ,Ubiquitous interfaces ,Diagrammatic reasoning ,Defect detection "
80,Fuzzy Fog Computing: A Linguistic Approach for Knowledge Inference in Wearable Devices,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-67585-5_48,Javier MedinaMacarena EspinillaDaniel ZafraLuis MartínezChristopher Nugent,2017,http://link.springer.com/chapter/10.1007/978-3-319-67585-5_48,Chapter,"Fog computing sensors ,Linguistic terms ,Rule-based inference engine ,Wearable devices "
81,A Time Series Classification Approach for Motion Analysis Using Ensembles in Ubiquitous Healthcare Systems,Artificial Neural Networks in Pattern Recognition,,,,10.1007/978-3-319-11656-3_25,Rana SalaheldinMohamed ElHelwNeamat El Gayar,2014,http://link.springer.com/chapter/10.1007/978-3-319-11656-3_25,Chapter,"human motion analysis ,time series classification ,multiple classifier systems "
82,A Study of Security Level in Cloud Computing,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_65,Eric NiyonsabaJongwook Jang,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_65,Chapter,"Cloud computing ,Security level ,Security metrics ,Security issues "
83,Design of Secure Protocol for Session Key Exchange in Vehicular Cloud Computing,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_36,Jungho KangJong Hyuk Park,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_36,Chapter,"Cloud computing ,Key exchange ,Security ,VANET ,Vehicular "
84,Zero-Knowledge Authentication for Secure Multi-cloud Computing Environments,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_37,Hyungjoo KimHyunsoo ChungJungho Kang,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_37,Chapter,"Anonimity ,Authentication ,Multi-cloud computing ,Security ,Zero-knowledge "
85,Are the Days of Field-to-Laboratory Analysis Gone? Effects of Ubiquitous Environmental River Water Quality Assessment,e-Infrastructure and e-Services,,,,10.1007/978-3-319-43696-8_16,K. B. Goodman MakojoaIsaac O. Osunmakinde,2016,http://link.springer.com/chapter/10.1007/978-3-319-43696-8_16,Chapter,"Framework ,E-Services ,Environment ,Ubiquitous network ,PSO ,Water quality ,Fuzzy ,Developing country "
86,The Information Infrastructure for Analyzing and Visualizing Learning Logs in Ubiquitous Learning Environments,"Distributed, Ambient and Pervasive Interactions",,,,10.1007/978-3-030-21935-2_31,Songran LiuKousuke MouriHiroaki Ogata,2019,http://link.springer.com/chapter/10.1007/978-3-030-21935-2_31,Chapter,"Ubiquitous learning ,xAPI ,LTI ,SCROLL "
87,Web-Based Ubiquitous Learning,Advances in Web-Based Learning – ICWL 2013 Workshops,,,,10.1007/978-3-662-46315-4_28,Chiou-Mei ChenWuu-Wen Lin,2015,http://link.springer.com/chapter/10.1007/978-3-662-46315-4_28,Chapter,"Web-based learning ,Ubiquitous learning ,Learning management system "
88,Remediating the Historical City. Ubiquitous Augmented Reality for Cultural Heritage Enhancement,"Proceedings of the 1st International and Interdisciplinary Conference on Digital Environments for Education, Arts and Heritage",,,,10.1007/978-3-030-12240-9_33,S. BrusaporciF. GraziosiF. FranchiP. Maiezza,2019,http://link.springer.com/chapter/10.1007/978-3-030-12240-9_33,Chapter,"Augmented Reality ,Digital culture ,Cultural heritage "
89,Connecting Dots for Ubiquitous Learning Analytics,Hybrid Learning: Innovation in Educational Practices,,,,10.1007/978-3-319-20621-9_4,Hiroaki OgataKousuke Mouri,2015,http://link.springer.com/chapter/10.1007/978-3-319-20621-9_4,Chapter,"Network Graph ,Mobile Learning ,Learn Analytics ,Computer Support Collaborative Learn ,Color Node "
90,Assessing the Usage of Ubiquitous Learning,"Technology and Innovation in Learning, Teaching and Education",,,,10.1007/978-3-030-20954-4_45,Ioannis KazanidisStavros ValsamidisSotirios KontogiannisElias Gounopoulos,2019,http://link.springer.com/chapter/10.1007/978-3-030-20954-4_45,Chapter,"Ubiquitous learning ,Indexes and metrics ,Learning analytics "
91,A Structure of Wearable Message-Robot for Ubiquitous and Pervasive Services,"Distributed, Ambient, and Pervasive Interactions",,,,10.1007/978-3-319-07788-8_38,Tomoko YonezawaHirotake Yamazoe,2014,http://link.springer.com/chapter/10.1007/978-3-319-07788-8_38,Chapter,"Physical Contact ,Means Opinion Score ,Servo Motor ,Haptic Stimulus ,Ubiquitous Service "
92,A Survey on Security Issues in Big Data of Ubiquitous Network,5G for Future Wireless Networks,,,,10.1007/978-3-319-72823-0_10,Yuehua HuoYanyu SunWeiqiang FanXinzhou ChengDong LiYinlong Liu,2018,http://link.springer.com/chapter/10.1007/978-3-319-72823-0_10,Chapter,"Ubiquitous network ,Big data ,Information security ,Intelligent "
93,Ubiquitous Healthcare Systems and Medical Rules in COPD Domain,How AI Impacts Urban Living and Public Health,,,,10.1007/978-3-030-32785-9_9,Hicham AjamiHamid McheickKaram Mustapha,2019,http://link.springer.com/chapter/10.1007/978-3-030-32785-9_9,Chapter,"Data analysis ,Ontology ,Context-aware system ,COPD ,Healthcare systems "
94,Edge Computing in the Extreme for Sustainability,Communication Systems and Networks,,,,10.1007/978-3-319-67235-9_8,Suman BanerjeeNeil KlingensmithPeng LiuAnantharaghavan Sridhar,2017,http://link.springer.com/chapter/10.1007/978-3-319-67235-9_8,Chapter,
95,Physiological Data Acquisition System Based on Mobile Computing,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48799-1_6,Ezekiel SarasuaMaider SimónBorja GamechoEdurne Larraza-MendiluzeNestor Garay-Vitoria,2016,http://link.springer.com/chapter/10.1007/978-3-319-48799-1_6,Chapter,"Physiological data acquisition ,Data storage ,Mobile and wearable computing ,Design of experiments
 "
96,A Framework for Pervasive and Ubiquitous Geriatric Monitoring,"Human Aspects of IT for the Aged Population. Applications in Health, Assistance, and Entertainment",,,,10.1007/978-3-319-92037-5_17,Ramesh BalajiKaran BhavsarBrojeshwar BhowmickMithun B. S.Kingshuk ChakravartyDebatri ChatterjeeAvik GhosePuneet GuptaDibyanshu JaiswalSanjay KimbahuneKartik MuralidharanArpan PalAniruddha SinhaSrinivasa Raghavan Venkatachari,2018,http://link.springer.com/chapter/10.1007/978-3-319-92037-5_17,Chapter,
97,Researching Apache Hama: A Pure BSP Computing Framework,Advanced Multimedia and Ubiquitous Engineering,,,,10.1007/978-981-10-1536-6_29,Kamran SiddiqueZahid AkhtarYangwoo Kim,2016,http://link.springer.com/chapter/10.1007/978-981-10-1536-6_29,Chapter,"Apache hama ,Bulk synchronous parallel ,Bsp ,Distributed computing ,Hadoop ,Mapreduce "
98,A Heuristic Model for Performing Digital Forensics in Cloud Computing Environment,Security in Computing and Communications,,,,10.1007/978-3-662-44966-0_33,Digambar PovarG. Geethakumari,2014,http://link.springer.com/chapter/10.1007/978-3-662-44966-0_33,Chapter,"Virtualization ,cloud computing ,cybercrime ,digital evidence ,digital forensics ,cloud forensics "
99,Implementation of MCA Rule Mapper for Cloud Computing Environments,Advances in Parallel and Distributed Computing and Ubiquitous Services,,,,10.1007/978-981-10-0068-3_26,Kyoung-Sup KimJoong-il WooJung-Eun KimDong-Soo Park,2016,http://link.springer.com/chapter/10.1007/978-981-10-0068-3_26,Chapter,"MCA ,MRM ,Delivery channel system ,Meta field data ,Cloud computing "
100,Towards a Learning Ecology Using Modest Computing to Address the ‘Banking Model of Education’,Intelligent Tutoring Systems,,,,10.1007/978-3-319-07221-0_93,Roberto Martinez-MaldonadoAna PintoMario Moreno-Sabido,2014,http://link.springer.com/chapter/10.1007/978-3-319-07221-0_93,Chapter,"Design ,Modest computing ,Learning ecology ,Banking education "
101,A Development of Streaming Big Data Analysis System Using In-memory Cluster Computing Framework: Spark,Advanced Multimedia and Ubiquitous Engineering,,,,10.1007/978-981-10-1536-6_21,Kiejin ParkChangwon BaekLimei Peng,2016,http://link.springer.com/chapter/10.1007/978-981-10-1536-6_21,Chapter,"Cloud ,Spark ,MapReduce ,Hive SQL ,Real-time "
102,Collaborative Search for Multi-goal Pathfinding in Ubiquitous Environments,Multiagent System Technologies,,,,10.1007/978-3-319-64798-2_5,Oudom KemFlavien BalboAntoine Zimmermann,2017,http://link.springer.com/chapter/10.1007/978-3-319-64798-2_5,Chapter,"Collaborative search ,Multi-agent search ,Multi-goal pathfinding ,Ubiquitous environments "
103,Internet-Based Immersive Learning (IIL): Applying Ubiquitous Web 1.0 and Web 2.0 Resources in EFL Learning,Learning Technology for Education Challenges,,,,10.1007/978-3-030-20798-4_13,Yun-Hsuan Huang,2019,http://link.springer.com/chapter/10.1007/978-3-030-20798-4_13,Chapter,"Immersive learning ,Ubiquitous Internet ,Task-based learning "
104,Usable Control System for Interaction with Ubiquitous Television,Applications and Usability of Interactive TV,,,,10.1007/978-3-319-63321-3_11,Enrique GarcíaJuan Carlos TorresCarlos de Castro,2017,http://link.springer.com/chapter/10.1007/978-3-319-63321-3_11,Chapter,"Interaction ,Usefulness ,Smart TV ,Online ,TDI ,IPTV ,Ubiquitous TV "
105,State of the Art and Research Challenges for Public Flying Ubiquitous Sensor Networks,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,10.1007/978-3-319-23126-6_27,Andrey KoucheryavyAndrey VladykoRuslan Kirichek,2015,http://link.springer.com/chapter/10.1007/978-3-319-23126-6_27,Chapter,"Public flying ubiquitous sensor networks ,Public unmanned aerial vehicles ,Delay-Tolerant networks ,New type of testing "
106,A Ubiquitous Telehealth System for the Elderly,Internet of Things. User-Centric IoT,,,,10.1007/978-3-319-19656-5_23,M. W. RaadTarek SheltamiMohamed Deriche,2015,http://link.springer.com/chapter/10.1007/978-3-319-19656-5_23,Chapter,"Telehealth ,Ubiquitous ,Electrocardiogram ,Arrhythmia "
107,A Timestamp-Based Adaptive Gateway Discovery Algorithm for Ubiquitous Internet Access in MANET,Next-Generation Networks,,,,10.1007/978-981-10-6005-2_17,Prakash SrivastavaRakesh Kumar,2018,http://link.springer.com/chapter/10.1007/978-981-10-6005-2_17,Chapter,"Mobile ad hoc network ,TTL (time-to-live) ,Adaptive gateway discovery ,Timestamp "
108,Machine Learning and Location Fingerprinting to Improve UX in a Ubiquitous Application,"Distributed, Ambient and Pervasive Interactions",,,,10.1007/978-3-319-39862-4_16,Rainara M. CarvalhoIsmayle S. SantosRicardo G. MeiraPaulo A. AguilarRossana M. C. Andrade,2016,http://link.springer.com/chapter/10.1007/978-3-319-39862-4_16,Chapter,"Ubiquitous application ,RSSI Fingerprinting ,Machine learning ,User experience ,Context-awareness ,Calmness "
109,PyFUNS: A Python Framework for Ubiquitous Networked Sensors,Wireless Sensor Networks,,,,10.1007/978-3-319-15582-1_1,Stefano BocchinoSzymon FedorMatteo Petracca,2015,http://link.springer.com/chapter/10.1007/978-3-319-15582-1_1,Chapter,"Sensor Network ,Sensor Node ,Wireless Sensor Network ,Virtual Machine ,Finite State Machine "
110,User Experience Design for Green IT Products Through Wearable Computing and Quantified Self,"Design, User Experience, and Usability: Novel User Experiences",,,,10.1007/978-3-319-40355-7_48,Jingyan QinSha CaoXiaohui Wang,2016,http://link.springer.com/chapter/10.1007/978-3-319-40355-7_48,Chapter,"Smart clothing ,Interaction design ,Quantified self ,Small data ,Wearable computing ,Participatory design "
111,Cloud Computing for Smart Energy Management (CC-SEM Project),Smart Cities,,,,10.1007/978-3-030-12804-3_10,Emmanuel LujánAlejandro OteroSebastián ValenzuelaEsteban MocskosLuiz Angelo SteffenelSergio Nesmachnow,2019,http://link.springer.com/chapter/10.1007/978-3-030-12804-3_10,Chapter,"Smart cities ,Cloud computing ,Energy efficiency "
112,Mobile Computing is not Always Advantageous: Lessons Learned from a Real-World Case Study in a Hospital,"Availability, Reliability, and Security in Information Systems",,,,10.1007/978-3-319-10975-6_8,Andreas HolzingerBettina SommerauerPeter SpitzerSimon JuricBorut ZalikMatjaz DebevcChantal LidyniaAndré Calero ValdezCarsten RoeckerMartina Ziefle,2014,http://link.springer.com/chapter/10.1007/978-3-319-10975-6_8,Chapter,"Mobile computing ,real-world ,user experience ,hospital computing ,medical informatics "
113,TVAKSHAS - An Energy Consumption and Utilization Measuring System for Green Computing Environment,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-319-73423-1_4,Tada NarenBarai Dishita,2018,http://link.springer.com/chapter/10.1007/978-3-319-73423-1_4,Chapter,"Power consumption ,Energy consumption ,Utilization ,Wireless sensor network "
114,SherlockFog: Finding Opportunities for MPI Applications in Fog and Edge Computing,High Performance Computing,,,,10.1007/978-3-319-73353-1_13,Maximiliano GeierEsteban Mocskos,2018,http://link.springer.com/chapter/10.1007/978-3-319-73353-1_13,Chapter,"Distributed systems ,Fog and Edge Computing ,Parallel applications ,Benchmarks "
115,A Novel Scheduling Algorithm for File Fetch in Transparent Computing,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-27140-8_16,Kehua GuoYayuan TangJiacheng Gu,2015,http://link.springer.com/chapter/10.1007/978-3-319-27140-8_16,Chapter,"File dependency ,File fetch ,Transparent computing ,Green computing "
116,Exploring the Cloud Computing Loop in the Strategic Alignment Model,"Digitalisation, Innovation, and Transformation",,,,10.1007/978-3-319-94541-5_12,Belitski MaksimFernandez ValerieKhalil SabineWeizi LiKecheng Liu,2018,http://link.springer.com/chapter/10.1007/978-3-319-94541-5_12,Chapter,"Cloud Computing ,Strategic Alignment ,Operational management ,Validation "
117,A Priority Based Task Scheduling in Cloud Computing Using a Hybrid MCDM Model,Ubiquitous Networking,,,,10.1007/978-3-319-68179-5_21,Hicham Ben AllaSaid Ben AllaAbdellah Ezzati,2017,http://link.springer.com/chapter/10.1007/978-3-319-68179-5_21,Chapter,"Cloud computing ,Task scheduling ,Dynamic queues ,Priority "
