Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Certain Aspects of Consumer Rights Protection in the Field of the Internet of Things","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_87","Vladimir P. KamyshanskyEvgenia Y. RudenkoAnna V. IvanenkoElvira O. OsadchenkoOlesya A. Belova","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_87","Chapter"
"Mechatronic and Cyber-Physical Systems within the Domain of the Internet of Things","Systems Engineering in Research and Industrial Practice","","","","10.1007/978-3-030-33312-6_7","Peter HehenbergerDavid BradleyAbbas DehghaniPatrick Traxler","2019","http://link.springer.com/chapter/10.1007/978-3-030-33312-6_7","Chapter"
"Security and Privacy in Smart City Applications and Services: Opportunities and Challenges","Cybersecurity and Secure Information Systems","","","","10.1007/978-3-030-16837-7_1","Alka VermaAbhirup KhannaAmit AgrawalAshraf DarwishAboul Ella Hassanien","2019","http://link.springer.com/chapter/10.1007/978-3-030-16837-7_1","Chapter"
"IoT Security","Towards the Internet of Things","","","","10.1007/978-3-030-18468-1_3","Mohammad Ali Jabraeil JamaliBahareh BahramiArash HeidariParisa AllahverdizadehFarhad Norouzi","2020","http://link.springer.com/chapter/10.1007/978-3-030-18468-1_3","Chapter"
"Internet of Things-Based Framework for Public Transportation Fleet Management in Non-smart City","Emerging Technologies for Developing Countries","","","","10.1007/978-3-030-05198-3_1","Muthoni MasindeAhmed ShomanMohamed Hassan Mostafa","2019","http://link.springer.com/chapter/10.1007/978-3-030-05198-3_1","Chapter"
"CLIBDA: A Deniable Authentication Scheme for Pervasive Computing Environment","Frontiers in Cyber Security","","","","10.1007/978-981-15-0818-9_5","Emmanuel AheneYuanfeng GuanZhiwei ZhangFagen Li","2019","http://link.springer.com/chapter/10.1007/978-981-15-0818-9_5","Chapter"
"Design a Distributed Fog Computing Scheme to Enhance Processing Performance in Real-Time IoT Applications","Advances in E-Business Engineering for Ubiquitous Computing","","","","10.1007/978-3-030-34986-8_7","Shin-Jer YangWan-Lin Lu","2020","http://link.springer.com/chapter/10.1007/978-3-030-34986-8_7","Chapter"
"Design Issues of a Hybrid Wrapping Attack Protecting Scheme in Cloud Computing Environment","Advances in E-Business Engineering for Ubiquitous Computing","","","","10.1007/978-3-030-34986-8_8","Shin-Jer YangYu-Hsuan Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-34986-8_8","Chapter"
"Secure and Energy-Efficient Route Adjustment Model for Internet of Things","Wireless Personal Communications","","108","1","10.1007/s11277-019-06422-x","Jay Kumar Jain","2019","http://link.springer.com/article/10.1007/s11277-019-06422-x","Article"
"Multi-source heterogeneous data fusion based on perceptual semantics in narrow-band Internet of Things","Personal and Ubiquitous Computing","","23","3 - 4","10.1007/s00779-019-01202-7","Yu Liu","2019","http://link.springer.com/article/10.1007/s00779-019-01202-7","Article"
"A Survey on Omnipresent HTTPS and Its Impact on Network Security Monitoring","Sustainable Communication Networks and Application","","","","10.1007/978-3-030-34515-0_41","Madhu KhuranaPriyanka Malik","2020","http://link.springer.com/chapter/10.1007/978-3-030-34515-0_41","Chapter"
"A Survey on Fog Computing","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-24900-7_13","Rui HuangYu SunChao HuangGuang ZhaoYing Ma","2019","http://link.springer.com/chapter/10.1007/978-3-030-24900-7_13","Chapter"
"Enabling Technologies of Industry 4.0 and Their Global Forerunners: An Empirical Study of the Web of Science Database","Knowledge Management in Organizations","","","","10.1007/978-3-030-21451-7_1","Mikkel Stein KnudsenJari Kaivo-ojaTheresa Lauraeus","2019","http://link.springer.com/chapter/10.1007/978-3-030-21451-7_1","Chapter"
"Hierarchical syntactic models for human activity recognition through mobility traces","Personal and Ubiquitous Computing","","","","10.1007/s00779-019-01319-9","Enrico CasellaMarco OrtolaniSimone SilvestriSajal K. Das","2019","http://link.springer.com/article/10.1007/s00779-019-01319-9","Article"
"Towards Integration of Blockchain and IoT: A Bibliometric Analysis of State-of-the-Art","Blockchain and Applications","","","","10.1007/978-3-030-23813-1_4","Mohammad DabbaghMohsen KakavandMohammad Tahir","2020","http://link.springer.com/chapter/10.1007/978-3-030-23813-1_4","Chapter"
"Energy-efficient Nature-Inspired techniques in Cloud computing datacenters","Telecommunication Systems","","71","2","10.1007/s11235-019-00549-9","Mohammed Joda UsmanAbdul Samad IsmailGaddafi Abdul-SalaamHassan ChizariOmprakash KaiwartyaAbdulsalam Yau GitalMuhammed AbdullahiAhmed AliyuSalihu Idi Dishing","2019","http://link.springer.com/article/10.1007/s11235-019-00549-9","Article"
"Activity Recognition from Accelerometer Data Using Symbolic Data Approach","Data Analytics and Learning","","","","10.1007/978-981-13-2514-4_27","P. G. LavanyaSuresha Mallappa","2019","http://link.springer.com/chapter/10.1007/978-981-13-2514-4_27","Chapter"
"An Examination of Gain- and Loss-Framed Messaging on Smart Home Security Training Programs","Information Systems Frontiers","","","","10.1007/s10796-019-09970-6","Miloslava PlachkinovaPhilip Menard","2019","http://link.springer.com/article/10.1007/s10796-019-09970-6","Article"
"Algorithm of the Work of the System of Emergency Medical Aid and Services on the Basis of the Internet of Things","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_92","Aleksei V. BogovizValerii A. Elykomov","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_92","Chapter"
"Changing Technological Trends for E-Governance","E-Governance in India","","","","10.1007/978-981-13-8852-1_5","Saibal K. Pal","2019","http://link.springer.com/chapter/10.1007/978-981-13-8852-1_5","Chapter"
"A new computing environment for collective privacy protection from constrained healthcare devices to IoT cloud services","Cluster Computing","","22","1","10.1007/s10586-017-1298-1","Ahmed M. ElmiserySeungmin RhoMohamed Aborizka","2019","http://link.springer.com/article/10.1007/s10586-017-1298-1","Article"
"The Theoretical and Disciplinary Underpinnings of Data–Driven Smart Sustainable Urbanism: An Interdisciplinary and Transdisciplinary Perspective","Big Data Science and Analytics for Smart Sustainable Urbanism","","","","10.1007/978-3-030-17312-8_3","Simon Elias Bibri","2019","http://link.springer.com/chapter/10.1007/978-3-030-17312-8_3","Chapter"
"Automatization of the Labor Resources Market in the Age of the Internet of Things: Conceptual Substantiation and Risk Management","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_93","Julia V. RagulinaAlexander N. AlekseevAleksei V. BogovizSvetlana V. Lobova","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_93","Chapter"
"Manifestation of virtual assistants and robots into daily life: vision and challenges","CCF Transactions on Pervasive Computing and Interaction","","1","3","10.1007/s42486-019-00014-1","Reza RawassizadehTaylan SenSunny Jung KimChristian MeurischHamidreza KeshavarzMax MühlhäuserMichael Pazzani","2019","http://link.springer.com/article/10.1007/s42486-019-00014-1","Article"
"Green Cloud Computing Using Proactive Virtual Machine Placement: Challenges and Issues","Journal of Grid Computing","","","","10.1007/s10723-019-09489-9","Mohammad MasdariMehran Zangakani","2019","http://link.springer.com/article/10.1007/s10723-019-09489-9","Article"
"Sparse representation based classification scheme for human activity recognition using smartphones","Multimedia Tools and Applications","","78","8","10.1007/s11042-018-6662-5","R. JansiR. Amutha","2019","http://link.springer.com/article/10.1007/s11042-018-6662-5","Article"
"Smart Cities to Improve Mobility and Quality of Life of the Visually Impaired","Technological Trends in Improved Mobility of the Visually Impaired","","","","10.1007/978-3-030-16450-8_1","Drishty SobnathIkram Ur RehmanMoustafa M. Nasralla","2020","http://link.springer.com/chapter/10.1007/978-3-030-16450-8_1","Chapter"
"The Internet of Things: Definition, Tactile-Oriented Vision, Challenges and Future Research Directions","Third International Congress on Information and Communication Technology","","","","10.1007/978-981-13-1165-9_59","Akintayo Johnson AkinyoadeOpeoluwa Tosin Eluwole","2019","http://link.springer.com/chapter/10.1007/978-981-13-1165-9_59","Chapter"
"Complex Activity Recognition Using Polyphonic Sound Event Detection","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-93554-6_66","Jaewoong KangJooyeong KimKunyoung KimMye Sohn","2019","http://link.springer.com/chapter/10.1007/978-3-319-93554-6_66","Chapter"
"Optimizing Applications for Mobile Cloud Computing Through MOCCAA","Journal of Grid Computing","","17","4","10.1007/s10723-019-09492-0","Harun BarakiAlexander JahlStefan JakobCorvin SchwarzbachMalte FaxKurt Geihs","2019","http://link.springer.com/article/10.1007/s10723-019-09492-0","Article"
"Smart home reasoning systems: a systematic literature review","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-019-01572-z","Dagmawi Neway MekuriaPaolo SernaniNicola FalcionelliAldo Franco Dragoni","2019","http://link.springer.com/article/10.1007/s12652-019-01572-z","Article"
"Big Data, the Internet of Things, and Smart City Research: A Literature Review and Research Agenda","EAI International Conference on Technology, Innovation, Entrepreneurship and Education","","","","10.1007/978-3-030-02242-6_20","Samuel Fosso WambaMessina Ntede Cécile AngélaEtoa Etoa Jean Bosco","2019","http://link.springer.com/chapter/10.1007/978-3-030-02242-6_20","Chapter"
"Machine Learning-Based Intrusion Detection System for Smart City","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-13-9341-9_70","Jung Hyun RyuJong Hyuk Park","2020","http://link.springer.com/chapter/10.1007/978-981-13-9341-9_70","Chapter"
"Wireless Future of the Agrarian Market as a Basis of Food Security Provision","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_101","Svetlana V. LobovaAlexander N. AlekseevAleksei V. BogovizJulia V. Ragulina","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_101","Chapter"
"IoT Technologies and Applications","Fog-Enabled Intelligent IoT Systems","","","","10.1007/978-3-030-23185-9_1","Yang YangXiliang LuoXiaoli ChuMing-Tuo Zhou","2020","http://link.springer.com/chapter/10.1007/978-3-030-23185-9_1","Chapter"
"A Design of Secure Communication Protocol Using RLWE-Based Homomorphic Encryption in IoT Convergence Cloud Environment","Wireless Personal Communications","","105","2","10.1007/s11277-018-6083-9","Byung-Wook JinJung-Oh ParkHyung-Jin Mun","2019","http://link.springer.com/article/10.1007/s11277-018-6083-9","Article"
"The anatomy of the data-driven smart sustainable city: instrumentation, datafication, computerization and related applications","Journal of Big Data","","6","1","10.1186/s40537-019-0221-4","Simon Elias Bibri","2019","http://link.springer.com/article/10.1186/s40537-019-0221-4","Article"
"Cluster Mechanism of Marketing Optimization on the Basis of Systemic Interaction Between the Internet of Thing and Social Networks","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_95","Aleksei V. BogovizTatyana V. RomantsovaNatalia N. GalenkoNatalia A. RykhtikovaAlexander E. Suglobov","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_95","Chapter"
"Information Security: Going Digital (Invited Lecture)","ICT Education","","","","10.1007/978-3-030-05813-5_1","Richard Baskerville","2019","http://link.springer.com/chapter/10.1007/978-3-030-05813-5_1","Chapter"
"Beyond ‘smart-only’ cities: redefining the ‘smart-everything’ paradigm","Journal of Ambient Intelligence and Humanized Computing","","10","2","10.1007/s12652-018-0824-1","Norbert Streitz","2019","http://link.springer.com/article/10.1007/s12652-018-0824-1","Article"
"Latency Assessment of MQTT Protocol in Transferring Data from the Field to the Cloud Over Different Gateways","Innovations in Smart Cities Applications Edition 2","","","","10.1007/978-3-030-11196-0_71","Bakhat Kenitar SoukainaYounes AliArouia MounirSalhaoui Marouane","2019","http://link.springer.com/chapter/10.1007/978-3-030-11196-0_71","Chapter"
"Architecture design approach for IoT-based farm management information systems","Precision Agriculture","","20","5","10.1007/s11119-018-09624-8","Ö. KöksalB. Tekinerdogan","2019","http://link.springer.com/article/10.1007/s11119-018-09624-8","Article"
"Context Awareness as Resource for Monitoring Elderly Depressed","5th EAI International Conference on IoT Technologies for HealthCare","","","","10.1007/978-3-030-30335-8_10","Edwing Almeida CalderónMarcela Buitrón de la TorreMarco Ferruzca Navarro","2020","http://link.springer.com/chapter/10.1007/978-3-030-30335-8_10","Chapter"
"Information technologies of 21st century and their impact on the society","International Journal of Information Technology","","11","4","10.1007/s41870-019-00355-1","Mohammad Yamin","2019","http://link.springer.com/article/10.1007/s41870-019-00355-1","Article"
"Blockchain-Based Platform for Smart Learning Environments","Business Information Systems","","","","10.1007/978-3-030-20485-3_38","Rawia BdiwiCyril de RunzArab Ali CherifSami Faiz","2019","http://link.springer.com/chapter/10.1007/978-3-030-20485-3_38","Chapter"
"Wearable Devices and Smart Garments for Stress Management","Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018)","","","","10.1007/978-3-319-96071-5_92","Alessandra RinaldiClaudia BecchimanziFrancesca Tosi","2019","http://link.springer.com/chapter/10.1007/978-3-319-96071-5_92","Chapter"
"e-Health: Background, Today’s Implementation and Future Trends","e-Services","","","","10.1007/978-3-030-01842-9_1","Alfredo M. Ronchi","2019","http://link.springer.com/chapter/10.1007/978-3-030-01842-9_1","Chapter"
