Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Edge Computing in the Extreme for Sustainability","Communication Systems and Networks","","","","10.1007/978-3-319-67235-9_8","Suman BanerjeeNeil KlingensmithPeng LiuAnantharaghavan Sridhar","2017","http://link.springer.com/chapter/10.1007/978-3-319-67235-9_8","Chapter"
"Physiological Data Acquisition System Based on Mobile Computing","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_6","Ezekiel SarasuaMaider SimónBorja GamechoEdurne Larraza-MendiluzeNestor Garay-Vitoria","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_6","Chapter"
"A Framework for Pervasive and Ubiquitous Geriatric Monitoring","Human Aspects of IT for the Aged Population. Applications in Health, Assistance, and Entertainment","","","","10.1007/978-3-319-92037-5_17","Ramesh BalajiKaran BhavsarBrojeshwar BhowmickMithun B. S.Kingshuk ChakravartyDebatri ChatterjeeAvik GhosePuneet GuptaDibyanshu JaiswalSanjay KimbahuneKartik MuralidharanArpan PalAniruddha SinhaSrinivasa Raghavan Venkatachari","2018","http://link.springer.com/chapter/10.1007/978-3-319-92037-5_17","Chapter"
"Researching Apache Hama: A Pure BSP Computing Framework","Advanced Multimedia and Ubiquitous Engineering","","","","10.1007/978-981-10-1536-6_29","Kamran SiddiqueZahid AkhtarYangwoo Kim","2016","http://link.springer.com/chapter/10.1007/978-981-10-1536-6_29","Chapter"
"A Heuristic Model for Performing Digital Forensics in Cloud Computing Environment","Security in Computing and Communications","","","","10.1007/978-3-662-44966-0_33","Digambar PovarG. Geethakumari","2014","http://link.springer.com/chapter/10.1007/978-3-662-44966-0_33","Chapter"
"Implementation of MCA Rule Mapper for Cloud Computing Environments","Advances in Parallel and Distributed Computing and Ubiquitous Services","","","","10.1007/978-981-10-0068-3_26","Kyoung-Sup KimJoong-il WooJung-Eun KimDong-Soo Park","2016","http://link.springer.com/chapter/10.1007/978-981-10-0068-3_26","Chapter"
"Towards a Learning Ecology Using Modest Computing to Address the ‘Banking Model of Education’","Intelligent Tutoring Systems","","","","10.1007/978-3-319-07221-0_93","Roberto Martinez-MaldonadoAna PintoMario Moreno-Sabido","2014","http://link.springer.com/chapter/10.1007/978-3-319-07221-0_93","Chapter"
"A Development of Streaming Big Data Analysis System Using In-memory Cluster Computing Framework: Spark","Advanced Multimedia and Ubiquitous Engineering","","","","10.1007/978-981-10-1536-6_21","Kiejin ParkChangwon BaekLimei Peng","2016","http://link.springer.com/chapter/10.1007/978-981-10-1536-6_21","Chapter"
"Collaborative Search for Multi-goal Pathfinding in Ubiquitous Environments","Multiagent System Technologies","","","","10.1007/978-3-319-64798-2_5","Oudom KemFlavien BalboAntoine Zimmermann","2017","http://link.springer.com/chapter/10.1007/978-3-319-64798-2_5","Chapter"
"Internet-Based Immersive Learning (IIL): Applying Ubiquitous Web 1.0 and Web 2.0 Resources in EFL Learning","Learning Technology for Education Challenges","","","","10.1007/978-3-030-20798-4_13","Yun-Hsuan Huang","2019","http://link.springer.com/chapter/10.1007/978-3-030-20798-4_13","Chapter"
"Usable Control System for Interaction with Ubiquitous Television","Applications and Usability of Interactive TV","","","","10.1007/978-3-319-63321-3_11","Enrique GarcíaJuan Carlos TorresCarlos de Castro","2017","http://link.springer.com/chapter/10.1007/978-3-319-63321-3_11","Chapter"
"State of the Art and Research Challenges for Public Flying Ubiquitous Sensor Networks","Internet of Things, Smart Spaces, and Next Generation Networks and Systems","","","","10.1007/978-3-319-23126-6_27","Andrey KoucheryavyAndrey VladykoRuslan Kirichek","2015","http://link.springer.com/chapter/10.1007/978-3-319-23126-6_27","Chapter"
"A Ubiquitous Telehealth System for the Elderly","Internet of Things. User-Centric IoT","","","","10.1007/978-3-319-19656-5_23","M. W. RaadTarek SheltamiMohamed Deriche","2015","http://link.springer.com/chapter/10.1007/978-3-319-19656-5_23","Chapter"
"A Timestamp-Based Adaptive Gateway Discovery Algorithm for Ubiquitous Internet Access in MANET","Next-Generation Networks","","","","10.1007/978-981-10-6005-2_17","Prakash SrivastavaRakesh Kumar","2018","http://link.springer.com/chapter/10.1007/978-981-10-6005-2_17","Chapter"
"Machine Learning and Location Fingerprinting to Improve UX in a Ubiquitous Application","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-319-39862-4_16","Rainara M. CarvalhoIsmayle S. SantosRicardo G. MeiraPaulo A. AguilarRossana M. C. Andrade","2016","http://link.springer.com/chapter/10.1007/978-3-319-39862-4_16","Chapter"
"PyFUNS: A Python Framework for Ubiquitous Networked Sensors","Wireless Sensor Networks","","","","10.1007/978-3-319-15582-1_1","Stefano BocchinoSzymon FedorMatteo Petracca","2015","http://link.springer.com/chapter/10.1007/978-3-319-15582-1_1","Chapter"
"User Experience Design for Green IT Products Through Wearable Computing and Quantified Self","Design, User Experience, and Usability: Novel User Experiences","","","","10.1007/978-3-319-40355-7_48","Jingyan QinSha CaoXiaohui Wang","2016","http://link.springer.com/chapter/10.1007/978-3-319-40355-7_48","Chapter"
"Cloud Computing for Smart Energy Management (CC-SEM Project)","Smart Cities","","","","10.1007/978-3-030-12804-3_10","Emmanuel LujánAlejandro OteroSebastián ValenzuelaEsteban MocskosLuiz Angelo SteffenelSergio Nesmachnow","2019","http://link.springer.com/chapter/10.1007/978-3-030-12804-3_10","Chapter"
"Mobile Computing is not Always Advantageous: Lessons Learned from a Real-World Case Study in a Hospital","Availability, Reliability, and Security in Information Systems","","","","10.1007/978-3-319-10975-6_8","Andreas HolzingerBettina SommerauerPeter SpitzerSimon JuricBorut ZalikMatjaz DebevcChantal LidyniaAndré Calero ValdezCarsten RoeckerMartina Ziefle","2014","http://link.springer.com/chapter/10.1007/978-3-319-10975-6_8","Chapter"
"TVAKSHAS - An Energy Consumption and Utilization Measuring System for Green Computing Environment","Ubiquitous Communications and Network Computing","","","","10.1007/978-3-319-73423-1_4","Tada NarenBarai Dishita","2018","http://link.springer.com/chapter/10.1007/978-3-319-73423-1_4","Chapter"
"SherlockFog: Finding Opportunities for MPI Applications in Fog and Edge Computing","High Performance Computing","","","","10.1007/978-3-319-73353-1_13","Maximiliano GeierEsteban Mocskos","2018","http://link.springer.com/chapter/10.1007/978-3-319-73353-1_13","Chapter"
"A Novel Scheduling Algorithm for File Fetch in Transparent Computing","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27140-8_16","Kehua GuoYayuan TangJiacheng Gu","2015","http://link.springer.com/chapter/10.1007/978-3-319-27140-8_16","Chapter"
"Exploring the Cloud Computing Loop in the Strategic Alignment Model","Digitalisation, Innovation, and Transformation","","","","10.1007/978-3-319-94541-5_12","Belitski MaksimFernandez ValerieKhalil SabineWeizi LiKecheng Liu","2018","http://link.springer.com/chapter/10.1007/978-3-319-94541-5_12","Chapter"
"A Priority Based Task Scheduling in Cloud Computing Using a Hybrid MCDM Model","Ubiquitous Networking","","","","10.1007/978-3-319-68179-5_21","Hicham Ben AllaSaid Ben AllaAbdellah Ezzati","2017","http://link.springer.com/chapter/10.1007/978-3-319-68179-5_21","Chapter"
"Semantic Search of Academic Resources in a Mobile Computing Platform","On the Move to Meaningful Internet Systems: OTM 2014 Workshops","","","","10.1007/978-3-662-45550-0_56","Maricela BravoLizbeth GallardoHenoch Cruz","2014","http://link.springer.com/chapter/10.1007/978-3-662-45550-0_56","Chapter"
"Benchmarking Wireless Protocols for Feasibility in Supporting Crowdsourced Mobile Computing","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-319-39577-7_8","João RodriguesJoaquim SilvaRolando MartinsLuís LopesUtsav DroliaPriya NarasimhanFernando Silva","2016","http://link.springer.com/chapter/10.1007/978-3-319-39577-7_8","Chapter"
"SWOT Analysis of Cloud Computing Environment","Big Data Analytics","","","","10.1007/978-981-10-6620-7_71","Sonal DubeyKritika VermaM. A. RizviKhaleel Ahmad","2018","http://link.springer.com/chapter/10.1007/978-981-10-6620-7_71","Chapter"
"Empirical Studies of Cloud Computing in Education: A Systematic Literature Review","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21410-8_55","Mohamud Sheikh IbrahimNorsaremah SallehSanjay Misra","2015","http://link.springer.com/chapter/10.1007/978-3-319-21410-8_55","Chapter"
"An Approach for Efficiently Combining Real-Time and Past Events for Ubiquitous Business Processing","The Semantic Web: ESWC 2012 Satellite Events","","","","10.1007/978-3-662-46641-4_23","Laurent PellegrinoIyad AlshabaniFrançoise BaudeRoland StühmerNenad Stojanovic","2015","http://link.springer.com/chapter/10.1007/978-3-662-46641-4_23","Chapter"
"Towards Ubiquitous Autonomous Driving: The CCSAD Dataset","Computer Analysis of Images and Patterns","","","","10.1007/978-3-319-23192-1_49","Roberto GuzmánJean-Bernard HayetReinhard Klette","2015","http://link.springer.com/chapter/10.1007/978-3-319-23192-1_49","Chapter"
"Event-Based Ubiquitous Music Interaction with MCMM: A Musical Communication Modeling Methodology","Bridging People and Sound","","","","10.1007/978-3-319-67738-5_17","Flávio Luiz Schiavoni","2017","http://link.springer.com/chapter/10.1007/978-3-319-67738-5_17","Chapter"
"Responsive Web and Adaptive Web for Open and Ubiquitous Learning","Open Learning and Teaching in Educational Communities","","","","10.1007/978-3-319-11200-8_41","Marco MercurioIlaria TorreSimone Torsani","2014","http://link.springer.com/chapter/10.1007/978-3-319-11200-8_41","Chapter"
"Geocon: A Middleware for Location-Aware Ubiquitous Applications","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-49956-7_19","Loris BelcastroGiulio Di LietoMarco LackovicFabrizio MarozzoPaolo Trunfio","2016","http://link.springer.com/chapter/10.1007/978-3-319-49956-7_19","Chapter"
"Ok Glass, Leave Me Alone: Towards a Systematization of Privacy Enhancing Technologies for Wearable Computing","Financial Cryptography and Data Security","","","","10.1007/978-3-662-48051-9_20","Katharina KrombholzAdrian DabrowskiMatthew SmithEdgar Weippl","2015","http://link.springer.com/chapter/10.1007/978-3-662-48051-9_20","Chapter"
"Exploiting Requirements Engineering to Resolve Conflicts in Pervasive Computing Systems","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-319-94135-6_5","Osama M. KhaledHoda M. HosnyMohamed Shalan","2018","http://link.springer.com/chapter/10.1007/978-3-319-94135-6_5","Chapter"
"Reconciling Cloud and Mobile Computing Using Activity-Based Predictive Caching","Mobile Computing, Applications, and Services","","","","10.1007/978-3-319-05452-0_11","Dawud GordonSven FrauenMichael Beigl","2014","http://link.springer.com/chapter/10.1007/978-3-319-05452-0_11","Chapter"
"Erratum to: A Ubiquitous Telehealth System for the Elderly","Internet of Things. User-Centric IoT","","","","10.1007/978-3-319-19656-5_51","M. W. RaadTarek SheltamiMohamed Deriche","2015","http://link.springer.com/chapter/10.1007/978-3-319-19656-5_51","Chapter"
"Open Smartphone Data for Structured Mobility and Utilization Analysis in Ubiquitous Systems","Mining, Modeling, and Recommending 'Things' in Social Media","","","","10.1007/978-3-319-14723-9_7","Nico PiatkowskiJochen StreicherOlaf SpinczykKatharina Morik","2015","http://link.springer.com/chapter/10.1007/978-3-319-14723-9_7","Chapter"
"Cloud Computing Data Security Protection Strategy","Cloud Computing and Security","","","","10.1007/978-3-030-00006-6_34","Yu WeiYongsheng Zhang","2018","http://link.springer.com/chapter/10.1007/978-3-030-00006-6_34","Chapter"
"Risks in Adopting Cloud Computing: A Proposed Conceptual Framework","Emerging Technologies in Computing","","","","10.1007/978-3-319-95450-9_2","Ali Al-BadiAli TarhiniNabeel Al-Qirim","2018","http://link.springer.com/chapter/10.1007/978-3-319-95450-9_2","Chapter"
"Teachers’ Expectations and Experience in Physical Computing","Informatics in Schools: Focus on Learning Programming","","","","10.1007/978-3-319-71483-7_5","Mareen PrzybyllaFinn HenningCarla SchreiberRalf Romeike","2017","http://link.springer.com/chapter/10.1007/978-3-319-71483-7_5","Chapter"
"You Never Surf Alone. Ubiquitous Tracking of Users’ Browsing Habits","Data Privacy Management, and Security Assurance","","","","10.1007/978-3-319-29883-2_20","Silvia PuglisiDavid Rebollo-MonederoJordi Forné","2016","http://link.springer.com/chapter/10.1007/978-3-319-29883-2_20","Chapter"
"A Comprehensive View of Ubiquitous Learning Context Usage in Context-Aware Learning System","Context-Aware Systems and Applications","","","","10.1007/978-3-319-05939-6_31","Raoudha SouabniInes Bayoudh SaadiKinshukHenda Ben Ghezala","2014","http://link.springer.com/chapter/10.1007/978-3-319-05939-6_31","Chapter"
"A Methodology for Gamifying Smart Cities: Navigating Human Behavior and Attitude","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_55","Mizuki SakamotoTatsuo NakajimaSayaka Akioka","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_55","Chapter"
"Ubiquitous Weak-Key Classes of BRW-Polynomial Function","Progress in Cryptology – AFRICACRYPT 2018","","","","10.1007/978-3-319-89339-6_3","Kaiyan ZhengPeng WangDingfeng Ye","2018","http://link.springer.com/chapter/10.1007/978-3-319-89339-6_3","Chapter"
"When Service-Oriented Computing Meets the IoT: A Use Case in the Context of Urban Mobile Crowdsensing","Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-99819-0_1","Valérie IssarnyGeorgios BouloukakisNikolaos GeorgantasFrançoise SailhanGéraldine Texier","2018","http://link.springer.com/chapter/10.1007/978-3-319-99819-0_1","Chapter"
"Context Aware Collaborative Computing Model for Natural Disaster Management Systems","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_41","Hamid McheickRaef MousheimishAli MasriYoussef Dergham","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_41","Chapter"
"Wearable Computing Support for Objective Assessment of Function in Older Adults","Human Interface and the Management of Information: Supporting Learning, Decision-Making and Collaboration","","","","10.1007/978-3-319-58524-6_19","Theodore HauserJames KleinPhilip CoulombSarah LehmanTakehiko YamaguchiTania GiovannettiChiu C. Tan","2017","http://link.springer.com/chapter/10.1007/978-3-319-58524-6_19","Chapter"
"Information Interaction in Wireless Sensor Networks Based on Socially Aware Computing","Advances in Wireless Sensor Networks","","","","10.1007/978-3-642-54522-1_8","Honggang ZhaoXiufang MaChen Shi","2014","http://link.springer.com/chapter/10.1007/978-3-642-54522-1_8","Chapter"
"Context Aware Computing for Ambient Assisted Living","Inclusive Smart Cities and  Digital Health","","","","10.1007/978-3-319-39601-9_29","Peter WlodarczakJeffrey SoarMustafa Ally","2016","http://link.springer.com/chapter/10.1007/978-3-319-39601-9_29","Chapter"
"A Multi-task Decomposition and Reorganization Scheme for Collective Computing Using Extended Task-Tree","Green, Pervasive, and Cloud Computing","","","","10.1007/978-3-030-15093-8_16","Zhenhua ZhangYunlong ZhaoYang LiKun ZhuRan Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-15093-8_16","Chapter"
